,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,-0.12000000000000001
12,0.0
13,-1.0000000000000002
14,-6.730000000000001
15,0.0
16,0.0
17,0.0
18,-4.159999999999999
19,-0.6
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,-2.0300000000000002
27,0.0
28,0.0
29,0.0
30,-3.2800000000000002
31,0.0
32,-3.7299999999999995
33,0.0
34,-9.78
35,0.0
36,-0.01
37,0.0
38,-5.07
39,-0.6100000000000001
40,-5.33
41,-0.16
42,0.0
43,0.0
44,0.0
45,-4.55
46,-0.27
47,-8.110000000000001
48,-1.8
49,-10.940000000000001
50,0.0
51,-21.669999999999998
52,-17.419999999999998
53,-0.03
54,-4.75
55,-6.55
56,0.0
57,-1.61
58,-4.33
59,-11.46
60,0.0
61,-3.97
62,-18.64
63,-18.02
64,-19.54
65,-19.97
66,-9.51
67,-26.610000000000007
68,-22.06
69,-26.719999999999995
70,-7.8
71,-23.26
72,-12.54
73,0.0
74,-5.619999999999999
75,0.0
76,-6.710000000000001
77,-15.389999999999999
78,0.0
79,-16.98
80,-19.419999999999998
81,-22.15
82,-10.009999999999998
83,-25.240000000000006
84,-30.130000000000006
85,-22.230000000000004
86,-23.53
87,-19.340000000000003
88,-15.420000000000002
89,-12.000000000000002
90,-17.250000000000004
91,-9.670000000000003
92,-0.79
93,-13.430000000000001
94,-11.56
95,0.0
96,-1.9799999999999995
97,-14.749999999999998
98,-6.759999999999997
99,-13.650000000000002
100,-15.219999999999995
101,-11.840000000000002
102,-3.9300000000000006
103,-9.389999999999999
104,-4.319999999999999
105,-4.2
106,-2.09
107,-11.170000000000002
108,-7.490000000000002
109,-12.699999999999996
110,-6.730000000000002
111,-13.46
112,-1.4
113,-12.009999999999998
114,-7.3199999999999985
115,-13.619999999999997
116,-10.42
117,-12.199999999999998
118,-14.349999999999998
119,-4.16
120,-2.2200000000000006
121,-7.740000000000001
122,-8.549999999999997
123,-13.260000000000002
124,-14.69
125,-12.84
126,-17.890000000000004
127,-10.230000000000002
128,-10.74
129,-6.0500000000000025
130,-12.509999999999998
131,-10.119999999999997
132,-5.81
133,-15.969999999999997
134,-11.379999999999999
135,-17.24
136,-17.17
137,-4.12
138,-7.010000000000002
139,-3.9399999999999995
140,-13.34
141,-12.379999999999997
142,-14.479999999999999
143,-10.880000000000003
144,-12.42
145,-16.850000000000005
146,-13.51
147,-15.650000000000002
148,-8.640000000000002
149,-14.06
150,-5.679999999999999
151,-12.569999999999999
152,0.0
153,-18.19
154,-14.599999999999998
155,-14.509999999999998
156,-21.680000000000003
157,-2.72
158,-20.400000000000002
159,-20.350000000000005
160,-20.740000000000002
161,-3.7600000000000007
162,0.0
163,-13.350000000000001
164,-0.8900000000000001
165,-4.550000000000001
166,-11.809999999999999
167,-0.9800000000000001
168,-19.959999999999997
169,0.0
170,0.0
171,-2.710000000000001
172,-4.340000000000001
173,0.0
174,-11.369999999999997
175,-8.809999999999999
176,-6.610000000000001
177,-14.97
178,-0.54
179,-1.28
180,-7.76
181,-5.880000000000001
182,-6.77
183,-14.490000000000002
184,0.0
185,-18.62
186,-4.78
187,-0.25
188,-12.329999999999998
189,-1.5100000000000002
190,-16.84
191,-2.5100000000000007
192,-15.870000000000001
193,-6.809999999999999
194,-2.86
195,-13.130000000000003
196,-2.940000000000001
197,-10.500000000000005
198,-13.14
199,-8.4
200,-18.42
201,-12.33
202,-5.640000000000001
203,-8.459999999999997
204,-5.139999999999999
205,0.0
206,-12.350000000000001
207,-8.520000000000003
208,-3.060000000000001
209,-5.269999999999998
210,-2.3799999999999994
211,-5.2700000000000005
212,-5.18
213,-12.970000000000002
214,-3.240000000000001
215,-8.76
216,-1.5399999999999998
217,-12.55
218,-2.81
219,-11.32
220,-8.41
221,-11.51
222,-5.510000000000001
223,-20.119999999999994
224,-7.3100000000000005
225,-3.060000000000001
226,-4.64
227,-5.6800000000000015
228,-11.439999999999998
229,-2.0600000000000014
230,-4.959999999999998
231,-7.25
232,0.0
233,-6.14
234,-12.359999999999996
235,-14.030000000000001
236,-0.5200000000000001
237,-8.420000000000002
238,-8.579999999999998
239,-10.250000000000007
240,-1.4900000000000009
241,-17.57
242,-5.869999999999998
243,-1.92
244,-0.04
245,-0.11
246,-0.03
247,-10.599999999999998
248,-0.44000000000000006
249,-0.22
250,-3.8099999999999996
251,-0.44000000000000006
252,-1.4700000000000009
253,-3.8499999999999996
254,-9.23
255,-2.2900000000000014
256,-0.15
257,-2.780000000000001
258,-0.14
259,-9.840000000000003
260,-8.660000000000004
261,-3.939999999999999
262,-22.75999999999999
263,-0.08
264,-0.6100000000000003
265,-18.240000000000006
266,-5.160000000000001
267,-1.3600000000000008
268,-8.680000000000001
269,-7.54
270,-0.45999999999999996
271,-10.27
272,-1.510000000000001
273,-2.4899999999999998
274,-5.1400000000000015
275,-2.37
276,-5.829999999999998
277,-0.06999999999999999
278,-4.92
279,-9.340000000000003
280,-0.11
281,-0.79
282,-11.610000000000001
283,-0.6400000000000001
284,0.0
285,0.0
286,-3.8700000000000006
287,-5.51
288,-5.630000000000002
289,-3.51
290,-0.9000000000000005
291,-2.6000000000000005
292,-0.03
293,-16.04
294,-0.03
295,-1.5900000000000012
296,-0.45000000000000007
297,-10.25
298,-0.02
299,-15.080000000000002
300,0.0
301,-5.399999999999998
302,-8.219999999999999
303,-8.450000000000003
304,-5.949999999999999
305,-0.7600000000000002
306,0.0
307,-5.57
308,-3.3899999999999997
309,-6.760000000000002
310,-14.119999999999994
311,-1.3500000000000005
312,-3.6299999999999994
313,-1.9100000000000013
314,-2.47
315,-8.240000000000002
316,-12.489999999999997
317,-6.909999999999999
318,-0.5300000000000001
319,-2.3500000000000005
320,-0.04
321,-0.19
322,-6.65
323,-5.089999999999999
324,-2.980000000000001
325,-3.48
326,-3.36
327,-10.530000000000001
328,-7.619999999999999
329,0.0
330,-2.2700000000000005
331,-0.12
332,-11.359999999999998
333,-14.469999999999999
334,-9.820000000000002
335,0.0
336,-14.719999999999999
337,-9.49
338,-10.739999999999998
339,-10.049999999999997
340,-6.5600000000000005
341,-2.150000000000001
342,-1.8200000000000012
343,-3.95
344,-11.280000000000001
345,-0.4900000000000001
346,-1.8200000000000012
347,-6.650000000000001
348,-3.7800000000000002
349,-0.01
350,-2.8600000000000017
351,0.0
352,-1.750000000000001
353,-0.2
354,-5.760000000000002
355,-1.9700000000000013
356,-2.1600000000000006
357,-0.5000000000000001
358,-0.4600000000000001
359,-0.32000000000000006
360,-3.299999999999998
361,-0.29
362,-3.210000000000001
363,-0.8500000000000005
364,-0.07
365,-0.1
366,0.0
367,-2.310000000000001
368,-3.239999999999999
369,-1.780000000000001
370,-2.5100000000000007
